 Site,Site code,DecdegS,DecdegE,Country,Province or district,RFZ,Biome,Stratigraphic context,Dating technique,Material dated, Species,Lab ID,Date,Uncertainty,Archaeological Period,Archaeological Sub-chronology,Sample context,Site Type,delta 13,refcode,Notes
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Pt,conventional 14C,charcoal,,GrN-5299,6850,45,LSA,Wilton,,rock shelter,,vogel1970grd,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,"Jf? ""ELSA""",conventional 14C,charcoal,,GrN-5300,25640,220,LSA,ELSA,,rock shelter,,vogel1972rrc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,,conventional 14C,charcoal,,Pta-0001,36100,2000,MSA,,,rock shelter,,vogel1971prd,Upper Magosian
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,"""pre-Wilton""",conventional 14C,charcoal,,Pta-0211,29430,520,MSA,Final MSA,,rock shelter,,mason1969tir; butzer1979ass,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,,conventional 14C,charcoal,,Pta-0213,>50200,,MSA,,,rock shelter,,pienaar2007dsc,Upper Magosian
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,,conventional 14C,charcoal,,Pta-0214,>42500,,MSA,,,rock shelter,,pienaar2007dsc,Upper Magosian
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,,conventional 14C,charcoal,,Pta-0231,>48400,,MSA,,,rock shelter,,pienaar2007dsc,Upper Magosian
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,,conventional 14C,charcoal,,Pta-0354,>40950,,MSA,,,rock shelter,,pienaar2007dsc,Upper Magosian
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,OrangeSand,conventional 14C,charcoal,,Pta-1416,22700,240,LSA,ELSA,,rock shelter,,butzer1979ass; pienaar2007dsc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,OrangeSand,conventional 14C,charcoal,,Pta-1417,23400,200,LSA,ELSA,,rock shelter,,butzer1979ass; pienaar2007dsc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,,conventional 14C,charcoal,,Pta-2076,8640,100,LSA,Wilton,,rock shelter,,pienaar2008osl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,,conventional 14C,potsherd,,Pta-350,610,50,LSA,Ceramic LSA,,rock shelter,,vogel1971prd,Grass-tempered sherd
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,H ,conventional 14C,charcoal,,Pta-5560 ,8614,38,LSA,Oakhurst,,rock shelter,,wadley2000ehl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Ge/OrangeSand,conventional 14C,charcoal,,Pta-5592,31300,900,MSA,,,rock shelter,,pienaar2008osl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,DB (top),conventional 14C,charcoal,,Pta-5593,12690,120,LSA,Robberg,,rock shelter,,wadley1991cbp,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Dc,conventional 14C,charcoal,,Pta-5596,27200,350,MSA,Final MSA,,rock shelter,,wadley1991cbp,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,G/G2,conventional 14C,charcoal,,Pta-5598,20600,250,LSA,ELSA,,rock shelter,,wadley1991cbp,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,O ,conventional 14C,charcoal,,Pta-5599,9250,70,LSA,Oakhurst,,rock shelter,,wadley2000ehl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,JaG,conventional 14C,charcoal,,Pta-5600 ,8380,70,LSA,Oakhurst,,rock shelter,,wadley2000ehl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,DB (bottom),conventional 14C,charcoal,,Pta-5601,13360,150,LSA,Robberg,,rock shelter,,wadley1991cbp,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,A,conventional 14C,charcoal,,Pta-5622,680,50,LSA,Ceramic LSA,,rock shelter,,wadley1991dcl; wadley1992cls,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Pt,conventional 14C,charcoal,,Pta-5934 ,5970,70,LSA,Wilton,,rock shelter,,wadley2000wcc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Wal,conventional 14C,charcoal,,Pta-6195,15700,40,LSA,Robberg,,rock shelter,,wadley2005tsf,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Ru,conventional 14C,charcoal,,Pta-6202,27800,1700,MSA,Final MSA,,rock shelter,,woodborne1997ldc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,J/RU,conventional 14C,charcoal,,Pta-6303,26900,550,LSA,ELSA,,rock shelter,,pienaar2008osl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Pt,conventional 14C,charcoal,,Pta-6783,7630,80,LSA,Wilton,,rock shelter,,wadley2000wcc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Mn,conventional 14C,potsherd,,Pta-6788,500,50,LSA,Ceramic LSA,,rock shelter,,wadley1991dcl; wadley1992cls,Grass-tempered sherd
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,A2,conventional 14C,charcoal,,Pta-7117,2240,60,LSA,,,rock shelter,,wadley2000wcc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Ja,conventional 14C,charcoal,,Pta-7122 ,8160,70,LSA,Oakhurst,,rock shelter,,wadley2000ehl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Ru,conventional 14C,charcoal,,Pta-7126,27700,480,MSA,Final MSA,,rock shelter,,woodborne1997ldc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Ru,conventional 14C,charcoal,,Pta-7184,28800,450,MSA,Final MSA,,rock shelter,,woodborne1997ldc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,LB,conventional 14C,charcoal,,Pta-7228,9340,80,LSA,Robberg,,rock shelter,,clark1999ptc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,LB,conventional 14C,charcoal,,Pta-7275,9560,70,LSA,Robberg,,rock shelter,,woodborne1997ldc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Ph,conventional 14C,charcoal,,Pta-7287,8350,70,LSA,Oakhurst,,rock shelter,,pienaar2008osl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,G/G2,conventional 14C,charcoal,,Pta-7289,19600,220,LSA,ELSA,,rock shelter,,clark1999ptc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Be,conventional 14C,charcoal,,Pta-7290,14320,120,LSA,Robberg,,rock shelter,,clark1999ptc,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,G,conventional 14C,charcoal,,Pta-7390,17800,180,LSA,ELSA,,rock shelter,,pienaar2008osl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,OrangeSand,conventional 14C,charcoal,,Pta-7763,30800,200,MSA,,,rock shelter,,pienaar2008osl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,OrangeSand,conventional 14C,charcoal,,Pta-7796,32900,910,MSA,,,rock shelter,,pienaar2008osl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,Dy/OrangeSand,conventional 14C,charcoal,,Pta-7805,30800,200,MSA,,,rock shelter,,pienaar2008osl,
Rose Cottage Cave,RCC,-29.250,27.500,South Africa,Free State,S,Grassland Biome,,conventional 14C,charcoal,,SR-0116,>48000,,MSA,,,rock shelter,,pienaar2007dsc,Upper Magosian
Saldanha,SLD,-33.037,17.914,South Africa,Western Cape,W,Fynbos Biome,UCT 60,conventional 14C,bone,Homo sapiens,Pta-2005,955,50,LSA,,,Human burial,-14.6,sealy1988ssc,
Samaria,SMR,-22.200,29.367,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,bone,,Pta-6579,510,50,Iron Age,,,,,vogel2000rds,
Sandkop 2001/024(a),SK024(a),-29.687,17.066,South Africa,Northern Cape,W,Succulent Karoo Biome,F10,AMS,bone,Chersina angulata,OxA-24523,570,25,LSA,,,shell midden,-19.5,orton2012han,
Sandkop 2001/025,SK025,-29.686,17.071,South Africa,Northern Cape,W,Succulent Karoo Biome,P197 midden Area C,AMS,bone,Raphicerus campestris,OxA-22976,2172,25,LSA,,,shell midden,-16.8,orton2012han,
Sandkop 2001/025,SK025,-29.686,17.071,South Africa,Northern Cape,W,Succulent Karoo Biome,YC/YD 119/120Surface,AMS,,,UGAMS-9708,2320,25,LSA,,,shell midden,0.8,orton2012han,
Sandkop 2001/026,SK026,-29.683,17.063,South Africa,Northern Cape,W,Succulent Karoo Biome,"Surface,Square unknown",conventional 14C,bone,Antidorcas marsupialis,Pta-9099,430,45,LSA,,,shell midden,-15.8,orton2012han,
Sandkop 2001/026,SK026,-29.683,17.063,South Africa,Northern Cape,W,Succulent Karoo Biome,"Lower,Square unknown",conventional 14C,bone,Antidorcas marsupialis,Pta-9105,420,45,LSA,,,shell midden,-16.3,dewar2006isa; orton2012han,
Sandkop 2001/026,SK026,-29.683,17.063,South Africa,Northern Cape,W,Succulent Karoo Biome,"Surface,Square unknown",conventional 14C,bone,Antidorcas marsupialis,Pta-9214,370,45,LSA,,,shell midden,-16.6,dewar2006isa; orton2012han,
Sandkop 2001/039,SK039,-29.683,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,J33,AMS,bone,Chersina angulata,OxA-24524,606,25,LSA,,,shell midden,-19.0,orton2012han,
Sandkop 2001/039,SK039,-29.683,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,J33,AMS,bone,Chersina angulata,OxA-24525,609,25,LSA,,,shell midden,-19.0,orton2012han,
Sandkop 2005/057A,SK057A,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,Y22 Hearth,AMS,charcoal,,OxA-22981,400,22,LSA,,,shell midden,-21.3,orton2012han,
Sandkop 2005/074,SK074,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,N24Surface,AMS,bone,Raphicerus campestris,OxA-24256,2132,27,LSA,,,shell midden,-14.9,orton2012han,
Sandkop 2005/074,SK074,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,M24 Layer 1,AMS,bone,Chersina angulata,OxA-24257,2052,34,LSA,,,shell midden,-18.6,orton2012han,
Sandkop 2005/084,SK084,-29.686,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,S3,AMS,,,UGAMS-6608,2420,30,LSA,,,shell midden,1.0,orton2012han,
Sandkop 2005/095,SK095,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,S20 L2 Patch B,AMS,bone,,OxA-24550,389,24,LSA,,,shell midden,-15.5,orton2012han,
Sandkop 2005/095,SK095,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,F29 midden Patch A,AMS,bone,Chersina angulata,OxA-24551,468,25,LSA,,,shell midden,-18.4,orton2012tbn,
Sandkop 2005/096A,SK096A,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,G28Surface,AMS,bone,Chersina angulata,OxA-22974,611,23,LSA,,,shell midden,-18.2,orton2012han,
Sandkop 2005/096A,SK096A,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,G28Surface,AMS,bone,Chersina angulata,OxA-22975,654,23,LSA,,,shell midden,-18.2,orton2012han,
Sandkop 2005/096B,SK096B,-29.689,17.064,South Africa,Northern Cape,W,Succulent Karoo Biome,F15,AMS,,,UGAMS-8871,2740,25,LSA,,,shell midden,0.6,orton2012han,
Sandkop 2006/006,SK006,-29.678,17.057,South Africa,Northern Cape,W,Succulent Karoo Biome,Patch 3 B53,AMS,charcoal,,OxA-24076,425,24,LSA,,,shell midden,-22.3,orton2012han,
Sandkop 2006/006,SK006,-29.678,17.057,South Africa,Northern Cape,W,Succulent Karoo Biome,Patch 2S39 Lower 2,AMS,charcoal,,OxA-24077,377,24,LSA,,,shell midden,-18.5,orton2012han,
Sandkop 2006/006,SK006,-29.678,17.057,South Africa,Northern Cape,W,Succulent Karoo Biome,Patch 2S39 Lower 2A,AMS,charcoal,,OxA-25329,401,25,LSA,,,shell midden,-23.4,orton2012han,
Schroda,SHR,-22.183,29.433,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,wood,,Pta-1819,1110,50,Iron Age,,,settlement,,vogel2000rds,Zhizo Phase
Schroda,SHR,-22.183,29.433,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-1967,1160,50,Iron Age,,,settlement,,vogel2000rds,Zhizo Phase
Schroda,SHR,-22.183,29.433,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7650,1060,20,Iron Age,,,settlement,,vogel2000rds,Zhizo Phase
Schroda,SHR,-22.183,29.433,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,pta-7659,1030,45,Iron Age,,,settlement,,vogel2000rds,Zhizo Phase
Schroda,SHR,-22.183,29.433,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7664,1140,45,Iron Age,,,settlement,,vogel2000rds,Zhizo Phase
Schroda,SHR,-22.183,29.433,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,charcoal,,Pta-7666,1170,20,Iron Age,,,settlement,,vogel2000rds,Zhizo Phase
Schurfpoort 112 KR,SFT,-24.133,28.450,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5127,700,40,LSA,Final LSA,,,,vanderryst1998wpn,
Schurfpoort 112 KR,SFT,-24.133,28.450,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5132,860,50,LSA,Final LSA,,,,vanderryst1998wpn,
Schurfpoort 112 KR,SFT,-24.133,28.450,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-5133,840,50,LSA,Final LSA,,,,vanderryst1998wpn,
Scorpion Shelter,SCP,-32.367,18.367,South Africa,Western Cape,W,Fynbos Biome,DSS5,conventional 14C,charcoal,,Pta-6340,450,35,LSA,,,rock shelter,-24.4,jerardino1996csl,
Scorpion Shelter,SCP,-32.367,18.367,South Africa,Western Cape,W,Fynbos Biome,DSS14,conventional 14C,marine shell,,Pta-6341,3430,20,LSA,,,rock shelter,-0.2,jerardino1996csl,
Scorpion Shelter,SCP,-32.367,18.367,South Africa,Western Cape,W,Fynbos Biome,DSS8,conventional 14C,charcoal,,Pta-6480,1040,50,LSA,,,rock shelter,-24.3,jerardino1996csl,
Scott's Cave,STT,-33.733,24.783,South Africa,Eastern Cape,Y,Thicket Biome,,conventional 14C,,,SR-82,1190,100,LSA,Ceramic LSA,,rock shelter,,deacon1967rds,
Scott's Cave,STT,-33.733,24.783,South Africa,Eastern Cape,Y,Thicket Biome,,conventional 14C,,,Y-1425,360,80,LSA,Ceramic LSA,,rock shelter,,deacon1967rds,
Sehonghong,SEH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,DC,AMS,lipids,,BRAMS-2612,1161,28,LSA,Ceramic LSA,,rock shelter,,fewlass2020ced,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,162,AMS,charcoal,,OxA-27689,25330,130,MSA,,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,163,AMS,charcoal,,OxA-27690,28650,200,MSA,Final MSA,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,167,AMS,charcoal,,OxA-27691,29120,190,MSA,Final MSA,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,169,AMS,charcoal,,OxA-27692,29170,190,MSA,Final MSA,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,1030,AMS,charcoal,,OxA-27693,29200,200,MSA,Final MSA,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,1031,AMS,charcoal,,OxA-27694,28800,190,MSA,Final MSA,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,13150,AMS,charcoal,,OxA-27695,30910,250,MSA,Final MSA,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,1111A,AMS,charcoal,,OxA-27696,30710,240,MSA,Final MSA,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,1037,AMS,charcoal,,OxA-29696,31030,250,MSA,Final MSA,,rock shelter,,loftus2015sie,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RFS,AMS,charcoal,,OxA-32914,25870,160,LSA,ELSA,,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RFS,AMS,charcoal,,OxA-32915,25510,150,LSA,ELSA,,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,OS,AMS,charcoal,,OxA-32917,20100,90,LSA,ELSA,,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,MOS ,AMS,charcoal,,OxA-32918,20460,100,LSA,ELSA,hearth,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,MOS,AMS,charcoal,,OxA-32919,20290,90,LSA,ELSA,hearth,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,BAS,AMS,charcoal,,OxA-32920,20270,100,LSA,Robberg,,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,BAS,AMS,charcoal,,OxA-32921,20600,100,LSA,Robberg,,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RBL,AMS,charcoal,,OxA-32922,12960,55,LSA,Robberg,hearth,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RBL,AMS,charcoal,,OxA-32923,12870,55,LSA,Robberg,hearth,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RF,AMS,charcoal,,OxA-32924,12420,50,LSA,Robberg,,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RF,AMS,charcoal,,OxA-32925,12355,50,LSA,Robberg,,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RF,AMS,charcoal,,OxA-32926,12010,50,LSA,Robberg,hearth,rock shelter,,pargeter2017ssi,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,SA,conventional 14C,,,Pta-6057,9740,140,LSA,Oakhurst,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,CLBRF,conventional 14C,,,Pta-6058,12470,100,LSA,Robberg,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,MOS,conventional 14C,,,Pta-6059,20500,230,LSA,ELSA,,rock shelter,,mitchell1994uta,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,BAS,conventional 14C,,,Pta-6060,15700,150,LSA,Robberg,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RBL,conventional 14C,,,Pta-6062,12410,45,LSA,Robberg,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,GAP,conventional 14C,,,Pta-6063,1710,20,LSA,Ceramic LSA,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,BARF,conventional 14C,,,Pta-6065,11090,230,LSA,Robberg,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,ALP,conventional 14C,,,Pta-6072 ,7210,80,LSA,Oakhurst,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,BAS,conventional 14C,,,Pta-6077,20200,100,LSA,Robberg,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,ALP,conventional 14C,,,Pta-6083 ,7010,70,LSA,Oakhurst,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,GAP,conventional 14C,,,Pta-6084,1240,50,LSA,Ceramic LSA,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,GWA,conventional 14C,,,Pta-6154,5950,70,LSA,Wilton,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RFS,conventional 14C,,,Pta-6268,26000,430,LSA,ELSA,,rock shelter,,mitchell1994uta,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RFS,conventional 14C,,,Pta-6271,25100,300,LSA,ELSA,,rock shelter,,mitchell1994uta,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,ALP,conventional 14C,,,Pta-6278 ,7150,80,LSA,Oakhurst,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,ALP,conventional 14C,,,Pta-6280 ,7090,80,LSA,Oakhurst,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,BAS,conventional 14C,,,Pta-6281,19400,200,LSA,Robberg,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,RF,conventional 14C,,,Pta-6282,12180,110,LSA,Robberg,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,SA,conventional 14C,,,Pta-6368 ,9280,45,LSA,Oakhurst,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer V,conventional 14C,charcoal,,Pta-785,32150,770,MSA,Final MSA,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer V,conventional 14C,charcoal,,Pta-787,30900,550,MSA,Final MSA,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer IX,conventional 14C,,,Pta-789,20900,270,LSA,Robberg,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer IX,conventional 14C,,,Pta-884,13000,140,LSA,Robberg,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,,conventional 14C,,,Pta-885,1400,50,LSA,Ceramic LSA,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer IX,conventional 14C,,,Pta-918,19860,220,LSA,Robberg,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,,conventional 14C,,,Pta-919,20240,230,LSA,ELSA/transitional,,rock shelter,,carter1974dia,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer IX,conventional 14C,,,Q-1452,17820,270,LSA,Robberg,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer IX,conventional 14C,,,Q-3172,13200,150,LSA,Robberg,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer IX,conventional 14C,,,Q-3173,12800,250,LSA,Robberg,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,,conventional 14C,,,Q-3174 ,6870,60,LSA,Wilton,,rock shelter,,mitchell1996qlh,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer IX,conventional 14C,,,Q-3175,12250,300,LSA,Robberg,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,Layer IX,conventional 14C,,,Q-3176,12200,250,LSA,Robberg,,rock shelter,,carter1988sml,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,DC,AMS,bone,,Wk-34784,1201,25,LSA,Ceramic LSA,,rock shelter,,horsburgh2016rkd,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,DC,AMS,bone,,Wk-34785,1132,25,LSA,Ceramic LSA,,rock shelter,,horsburgh2016rkd,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,DC,AMS,bone,,Wk-34786,1132,25,LSA,Ceramic LSA,,rock shelter,,horsburgh2016rkd,
Sehonghong,SHH,-29.750,28.750,Lesotho,Thaba-Tseka,S,Grassland Biome,DC/GWA,AMS,bone,,Wk-34787,5870,25,LSA,,,rock shelter,,horsburgh2016rkd,Misattributed to DC
Shankare (Phalaborwa),SHK,-23.959,31.091,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Pta-4443,890,50,Iron Age,Early Iron Age ,,settlement,,pistorius1989mp,
Shankare (Phalaborwa),SHK,-23.959,31.091,South Africa,Limpopo,S,Savanna Biome,,conventional 14C,,,Y-1766,290,80,Iron Age,Later Iron Age,,settlement,,mason1986obp,
